step	slope_50
1151	0.003238463385354136
1152	0.0027118847539015856
1153	0.002420456182472915
1154	0.002786458583433386
1155	0.0022819207683073346
1156	0.002011284513805404
1157	0.0019103001200480268
1158	0.00269195678271311
1159	0.0020036494597839493
1160	0.0013461704681872568
1161	0.0006149339735894568
1162	-0.00025200480192073604
1163	-0.001099831932773101
1164	-0.0011287875150059953
1165	-0.0008357743097238728
1166	-0.0010360624249699465
1167	-0.0018899879951980653
1168	-0.0019574069627850544
1169	-0.0023671068427371014
1170	-0.0014462424969988023
1171	-0.0016851380552220755
1172	-0.0019874669867947304
1173	-0.001070588235294059
1174	-0.00026309723889555986
1175	-0.0007289795918367113
1176	-0.0003183673469387483
1177	-0.0001367106842737181
1178	-0.0007430492196878722
1179	-0.0016725090036014021
1180	-0.0020037935174069634
1181	-0.0024486914765906856
1182	-0.00304196878751504
1183	-0.003726626650660262
1184	-0.0042370708283312915
1185	-0.00466506602641058
1186	-0.00574905162064831
1187	-0.003997310924369775
1188	-0.002251812725090033
1189	-0.0016898919567827084
1190	-0.0023818487394957634
1191	-0.0015948619447778937
1192	-0.0017198559423769483
1193	-0.0010753421368547996
1194	-0.0011814165666266232
1195	-0.0011014645858343321
1196	-0.001094501800720262
1197	-0.0019968307322929695
1198	-0.0012386074429771479
1199	2.079231692678663e-05
1200	8.78751500601016e-06
1201	0.0006322208883553376
1202	0.0003711404561824832
1203	0.0002932052821128353
1204	0.0010540696278511007
1205	0.0015393037214885916
1206	0.001474717887154857
1207	0.0009452581032412925
1208	0.0021970228091236464
1209	0.0022584393757503207
1210	0.002080720288115254
1211	0.0018130132052821006
1212	0.0029439615846338523
1213	0.0027425690276110426
1214	0.002425450180071993
1215	0.0027182713085234316
1216	0.002831644657863151
1217	0.0024028811524609743
1218	0.001288691476590628
1219	0.002783481392556979
1220	0.0024899399759903997
1221	0.003017911164465774
1222	0.0030544537815127104
1223	0.002963169267707074
1224	0.002729699879951931
1225	0.0027045378151260057
1226	0.003587899159663861
1227	0.0030036014405762533
1228	0.0018458103241296812
1229	0.0007649459783913588
1230	0.0005852581032413109
1231	7.457382953183892e-05
1232	6.996398559418902e-05
1233	-0.0008870108043217228
1234	-0.001175318127250877
1235	-0.0024168067226890376
1236	-0.0038002400960384162
1237	-0.002922737094837928
1238	-0.002689603841536625
1239	-0.0025872749099639645
1240	-0.003257094837935227
1241	-0.0025974069627851476
1242	-0.002858295318127305
1243	-0.003010516206482605
1244	-0.002666602641056431
1245	-0.002289603841536668
1246	-0.002208163265306162
1247	-0.003199855942376914
1248	-0.0035431452581032473
1249	-0.003687346938775476
1250	-0.003950348139255675
1251	-0.004198559423769615
1252	-0.0034846098439375224
1253	-0.0036096998799519677
1254	-0.0033537094837934934
1255	-0.00352619447779111
1256	-0.0038378871548620033
1257	-0.003832509003601437
1258	-0.003800816326530609
1259	-0.003923265306122416
1260	-0.0034851380552221164
1261	-0.00216523409363742
1262	0.0005940456182472987
1263	0.0010366866746698807
1264	0.0011867947178871698
1265	0.0010952220888355549
1266	0.0012838415366146561
1267	0.0009755102040816338
1268	0.0002898439375748728
1269	0.003003841536614622
1270	0.003448307322929212
1271	0.004666986794717861
1272	0.005009459783913569
1273	0.004499831932773064
1274	0.0037658103241296386
1275	0.0032337094837935195
1276	0.0029465546218487492
1277	0.0026071548619447413
1278	0.0018889315726290704
1279	0.0012841296518607418
1280	0.0012206962785114186
1281	0.0005308523409364
1282	0.0009626410564226045
1283	0.00034002400960384145
1284	0.001636110444177719
1285	0.00040878751500603736
1286	-0.0004076830732294389
1287	0.0009354141656662383
1288	0.0011725810324129606
1289	0.0014981992797119049
1290	0.0008845618247298821
1291	0.00033863145258105173
1292	-0.0004050420168067179
1293	-3.5054021608625113e-06
1294	-0.00019807923169271502
1295	5.642256902759541e-05
1296	-0.0001686914765905971
1297	-0.0009110684273709573
1298	-0.0006472509003601879
1299	-0.0019999519807922775
1300	-0.0025511164465786703
1301	-0.0033464105642256837
1302	-0.002573541416566683
1303	-0.002016998799519845
1304	-0.002254357743097272
1305	-0.0026776950780311483
1306	-0.003453349339735918
1307	-0.0038773589435773304
1308	-0.004178199279711978
1309	-0.004253301320528233
1310	-0.004190684273709528
1311	-0.0031128931572629373
1312	-0.0015667707082832917
1313	-0.0016086434573829777
1314	-0.0017376710684274292
1315	-0.0022069627851140283
1316	-0.0014737094837935136
1317	-0.0016722689075629902
1318	-0.0023122208883553344
1319	-0.0016782713085234263
1320	-0.0005290756302520162
1321	-0.0002657863145257962
1322	-0.0006956542617046694
1323	-0.0009538535414165366
1324	-0.0011138535414165745
1325	-0.0016928211284513723
1326	-0.0018356782713084855
1327	-0.0019430492196878828
1328	-0.0020272268907563333
1329	-0.00249887154861944
1330	-0.001986026410564177
1331	-0.0021761344537815277
1332	-0.002371764705882337
1333	-0.002286674669868073
1334	-0.001060552220888368
1335	-0.0012504201680672402
1336	-0.0011232653061224738
1337	0.00032998799519798615
1338	0.0013028571428572223
1339	0.0016273229291716856
1340	0.0014621848739495846
1341	0.0012627611044418046
1342	0.0007058343337334199
1343	0.001214453781512603
1344	0.0007962064825930061
1345	0.0011816086434574065
1346	0.0008710204081632976
1347	0.00019745498199280086
1348	0.0006054261704682081
1349	9.152460984394238e-05
1350	-0.0002245378151260237
1351	-0.0009104441776710434
1352	-0.0011654741896758988
1353	-0.00041282112845140474
1354	0.0007438175270107846
1355	0.0010242496998799668
1356	0.0009471308523409281
1357	0.0008903721488595168
1358	0.0006601200480192561
1359	0.0007236494597839415
1360	0.0009779111644657708
1361	0.000898823529411774
1362	0.0029915486194477723
1363	0.0038881632653061386
1364	0.003386602641056397
1365	0.0030453301320527695
1366	0.003968019207683004
1367	0.00388936374549821
1368	0.003120144057623062
1369	0.0021442496998798953
1370	0.0021011284513805057
1371	0.0024532533013205686
1372	0.002094309723889556
1373	0.0021030012004802532
1374	0.0022492196878751585
1375	0.0016044177671068105
1376	0.002527875150060014
1377	0.0019395438175269812
1378	0.0016608403361344586
1379	0.0007311404561825258
1380	0.0006533013205282168
1381	0.0006137815126050575
1382	-1.709483793517212e-05
1383	-7.130852340934815e-05
1384	0.00024595438175268713
1385	0.00023145258103239236
1386	-0.00045454981992801367
1387	0.0011424729891956883
1388	0.0008726530612245022
1389	0.0011571188475390233
1390	0.0011404081632652924
1391	0.0011471788715485816
1392	0.0005752701080431736
1393	0.0016386074429771177
1394	0.0004625690276110406
1395	0.00017109243697477778
1396	0.00047207683073230406
1397	-0.00046876350540216177
1398	-0.0013123649459783945
1399	-0.001920240096038302
1400	-0.002514333733493482
1401	-0.0026081152460984266
1402	-0.003045954381752717
1403	-0.0034153661464585813
1404	-0.0029250900360143976
1405	-0.0031064585834334113
1406	-0.0030357743097239017
1407	-0.0032804801920767847
1408	-0.0032267466986793648
1409	-0.004289555822328952
1410	-0.003954573829531849
1411	-0.004288163265306097
1412	-0.002820936374549969
1413	-0.001577767106842717
1414	-0.001873853541416531
1415	-0.0020019687875149936
1416	-0.00147356542617048
1417	-0.0016030252100840935
1418	-0.002306506602641152
1419	-0.002120768307322911
1420	-0.0029900600240095367
1421	-0.001992557022809118
1422	-0.0021955342136854754
1423	0.0003711404561824989
1424	0.0002770228091237014
1425	0.0003691236494597129
1426	0.0008663145258103346
1427	0.0006557983193277378
1428	7.058823529412352e-05
1429	-0.0002149339735894072
1430	-0.00045358943577431383
1431	-0.0002192557022809331
1432	-0.000490468187274915
1433	-0.0006399519807923163
1434	0.0010532533013205305
1435	0.0010801920768307607
1436	-0.00012921968787513085
1437	0.00013258103241295605
1438	-0.0006124369747899517
1439	1.9351740696244392e-05
1440	-0.00013992797118847445
1441	0.0006254501800720264
1442	-5.334933973597912e-05
1443	0.00116921968787513
1444	0.0008659783913565515
1445	0.001019015606242463
1446	0.0022093637454982007
1447	0.0025701800720288066
1448	0.0017018487394957656
1449	0.0010342857142857347
1450	0.0005607683073229768
1451	0.0012172388955582153
1452	0.0010327010804321642
1453	0.0010689075630252183
1454	0.0006742857142857103
1455	-0.00013891956782712567
1456	5.013205282106283e-05
1457	-0.0004625690276110286
1458	0.00025330132052821545
1459	0.00010847539015607575
1460	-3.1980792316930213e-05
1461	-0.0005624969987994781
1462	-0.0012594477791116891
1463	-0.0011876590636253218
1464	-0.002224873949579828
1465	-0.002677310924369727
1466	-0.0029267226890756174
1467	-0.0035417527010803496
1468	-0.0047060744297719405
1469	-0.0025985594237693584
1470	-0.002828331332532978
1471	-0.0016681392557023188
1472	-0.002363985594237621
1473	-0.0008543577430972087
1474	-0.0005359903961584799
1475	-0.00041080432172869633
1476	-0.0006886434573829547
1477	0.00017464585834342446
1478	0.0007088115246098787
1479	0.00025085234093640143
1480	0.000266362545018003
1481	0.0006899879951980547
1482	0.0006785594237694759
1483	-2.184873949579921e-05
1484	0.000739591836734743
1485	0.0010999759903962034
1486	0.00014564225690278838
1487	-0.0002380792316926497
1488	-0.000900648259303717
1489	-0.0011038175270107746
1490	-0.00036581032412973157
1491	0.0004953181272509433
1492	0.0008019687875150365
1493	0.0007941416566626493
1494	0.0011261464585833772
1495	0.0012684273709483323
1496	0.0018527250900360417
1497	0.00311159663865544
1498	0.0023137575030012154
1499	0.0020229051620648366
1500	0.0025292677070828887
1501	0.001958223289315733
1502	0.0033108763505402218
1503	0.003301800720288123
1504	0.0031061224489795963
1505	0.0018807202881152602
1506	0.0028807202881152467
1507	0.002059255702280918
1508	0.002726914765906379
1509	0.0029022809123649784
1510	0.0028342857142856855
1511	0.0020617046818727533
1512	0.001925474189675876
1513	0.001641008403361379
1514	0.0023086194477791276
1515	0.0019006482593036842
1516	0.0009787274909964373
1517	0.00015798319327744168
1518	0.0002163745498199564
1519	0.0017613925570227943
1520	0.001086818727490979
1521	0.0027085234093637695
1522	0.0030047539015606033
1523	0.0018952220888355303
1524	0.002636830732292947
1525	0.001836446578631497
1526	0.0016152220888356417
1527	0.0022105642256900356
1528	0.0029743097238895703
1529	0.0027419447779111644
1530	0.0025678271308523988
1531	0.0023846818727491265
1532	0.00189387755102036
1533	0.0012303481392558074
1534	0.0004333253301320193
1535	0.0006230492196879535
1536	-1.6854741896781352e-05
1537	-0.000598367346938795
1538	-0.0008271308523408864
1539	-0.0009884273709483932
1540	-0.00021877551020404548
1541	-0.00014132052821127784
1542	0.001151596638655455
1543	0.0012823049219687938
1544	0.0013344537815126174
1545	0.001641920768307347
1546	0.0010040336134453517
1547	0.000961536614645897
1548	0.0005728211284513569
1549	0.0004993517406962993
1550	0.0011080432172869208
1551	-0.00022727490996402356
1552	0.0014499399759903937
1553	0.0007995198079231629
1554	0.0005583673469387559
1555	-0.0007042016806723946
1556	7.054021608652558e-05
1557	-0.0011980312124849522
1558	0.0001805522208883631
1559	-0.00012624249699880272
1560	-0.0005899159663865938
1561	-0.001151740696278515
1562	-0.0009273949579832357
1563	-0.0008920048019207235
1564	0.0015166866746698586
1565	0.002250660264105623
1566	0.0017972148859544
1567	0.0013643697478989956
1568	0.0033037214885954657
1569	0.003795966386554645
1570	0.0037010324129652878
1571	0.004037743097238897
1572	0.0043503001200480155
1573	0.005665786314525803
1574	0.006033085234093598
1575	0.005412917166866736
1576	0.0045252821128451744
1577	0.004631404561824728
1578	0.0042903721488595096
1579	0.004970708283313339
1580	0.0053652340936374545
1581	0.004374357743097228
1582	0.0032799519807923338
1583	0.003737815126050439
1584	0.0030605042016807007
1585	0.0031961104441776736
1586	0.003062569027611032
1587	0.00238717887154863
1588	0.0024197358943577356
1589	0.0019360384153661364
1590	0.0014413925570228119
1591	0.0021223529411763874
1592	0.004213589435774274
1593	0.004117695078031173
1594	0.003481344537815065
1595	0.004184681872749093
1596	0.004145546218487413
1597	0.0031606242496998857
1598	0.002735942376950782
1599	0.002777478991596633
1600	0.0020821608643457846
1601	0.000708043217286923
1602	0.0003968787515005882
1603	-0.0007078511404561277
1604	-0.001343577430972357
1605	-0.002658967587034717
1606	-0.003232749099640131
1607	-0.004611572629051625
1608	-0.003738199279711831
1609	-0.0039805522208882374
1610	-0.00497027611044412
1611	-0.0058466266506603205
1612	-0.005925570228091258
1613	-0.0052636254501800496
1614	-0.004853541416566666
1615	-0.0046362545018007245
1616	-0.004688787515005932
1617	-0.004785498199279748
1618	-0.004251860744297655
1619	-0.004522064825930369
1620	-0.004223529411764786
1621	-0.005032941176470619
1622	-0.005345210084033346
1623	-0.0037209123649459878
1624	-0.002603361344537803
1625	-0.002722016806722587
1626	-0.003469243697478992
1627	-0.00281046818727493
1628	-0.002081680672268944
1629	-0.0006871068427370433
1630	0.0005842496998799282
1631	0.0003046818727491108
1632	-0.0004137815126049828
1633	0.0006102280912364923
1634	0.0007238895558223434
1635	0.0010785594237694856
1636	0.0009196638655462279
1637	0.0004352941176470803
1638	-0.00027865546218477965
1639	-0.0009548139255702492
1640	-0.0021332533013206497
1641	-0.0006099879951981061
1642	0.0005570228091236003
1643	0.0013164465786314745
1644	0.0011474669867947553
1645	0.0015515006002401902
1646	0.002085618247298921
1647	0.0011258583433373368
1648	0.0005386794717887061
1649	0.0023427130852340695
1650	0.0012528691476589953
1651	0.00010818727490996778
1652	-0.0006002881152460979
1653	-0.0012328451380551953
1654	-0.0021282593037213623
1655	-0.0027963505402161136
1656	-0.003573925570228025
1657	-0.004296998799519849
1658	-0.004059255702280882
1659	-0.003716542617046922
1660	-0.0035075150060023827
1661	-0.00407596638655461
1662	-0.003744585834333734
1663	-0.0035522208883553875
1664	-0.004452100840336182
1665	-0.00519097238895557
1666	-0.005186746698679511
1667	-0.005078463385354158
1668	-0.005500696278511369
1669	-0.005777430972389056
1670	-0.005952557022809089
1671	-0.00669296518607443
1672	-0.007210996398559495
1673	-0.007676110444177675
1674	-0.007020312124849908
1675	-0.006739975990396057
1676	-0.007072268907563022
1677	-0.006747178871548566
1678	-0.005926290516206575
1679	-0.0046318367346938815
1680	-0.0037325810324129734
1681	-0.003464201680672293
1682	-0.003392460984393736
1683	-0.0030744777911164514
1684	-0.0017212004801920578
1685	-0.001429531812725066
1686	-0.0014064345738295638
1687	-0.0013153421368546493
1688	-0.0015331572629051634
1689	-0.0016063385354140277
1690	-0.002207394957983278
1691	-0.001485138055222134
1692	-0.0018175270108044264
1693	-0.0008107082833132958
1694	-0.00010914765906360162
1695	0.00033205282112844757
1696	0.0006414885954381479
1697	0.00030328931572626245
1698	-3.159663865518254e-05
1699	0.002346602641056406
1700	0.0018553661464585885
1701	0.0029778151260504426
1702	0.002359711884753837
1703	0.003668283313325305
1704	0.003186602641056436
1705	0.002957358943577426
1706	0.0023869867947178985
1707	0.0018891236494597303
1708	0.001827611044417774
1709	0.0019292677070827464
1710	0.001960048019207629
1711	0.0016004801920769447
1712	0.0023576470588235155
1713	0.0022780312124850055
1714	0.0023786314525810212
1715	0.002060744297719075
1716	0.0019350780312124935
1717	0.0016423529411764334
1718	0.0030255942376951122
1719	0.002480864345738335
1720	0.002723121248499393
1721	0.003927923169267699
1722	0.004092581032412954
1723	0.004426986794717858
1724	0.0036622328931572587
1725	0.0037538535414165415
1726	0.0035808403361344715
1727	0.0029631212484993925
1728	0.00281114045618237
1729	0.0028752941176470206
1730	0.00251870348139259
1731	0.0019113565426170363
1732	0.0017216326530612364
1733	0.0022067226890756025
1734	0.0020460504201680603
1735	0.0013163025210083709
1736	0.0006979111644657874
1737	0.000829339735894313
1738	0.0011773829531812813
1739	0.00021728691476590307
1740	0.0005543337334934309
1741	8.585834333730954e-05
1742	-0.0006899399759903992
1743	-0.0015766146458583601
1744	-0.0014640576230491884
1745	-0.0016328931572629159
1746	-0.0019306602641055962
1747	-0.0018689075630252336
1748	-0.0026300600240096103
1749	-0.0025808403361343947
1750	-0.0030903721488595597
1751	-0.001359423769507709
1752	-0.002390972388955744
1753	-0.0012022569027611053
1754	-0.001370996398559483
1755	-0.0020716446578631724
1756	-0.002401488595438121
1757	-0.0028823529411763707
1758	-0.0034244417767105954
1759	-0.003698967587034739
1760	-0.004770996398559494
1761	-0.003153037214885962
1762	-0.0030267947178871275
1763	-0.001651332533013172
1764	-0.0013662905162064992
1765	-0.0009649939975990333
1766	-0.0004923409363745228
1767	-0.000970900360144051
1768	0.0010971428571428688
1769	0.000521104441776701
1770	0.0003886674669864899
1771	0.0013978391356543125
1772	0.002201968787515066
1773	0.0027557743097238754
1774	0.002567154861944802
1775	0.0023759903961584885
1776	0.003203889555822374
1777	0.0035559663865546436
1778	0.003485330132052862
1779	0.0042898919567827196
1780	0.0035793997599039536
1781	0.0029158703481391994
1782	0.002552076830731953
1783	0.0031582232893157384
1784	0.0030698199279712095
1785	0.0028807683073229316
1786	0.0025364705882353128
1787	0.0026361584633853518
1788	0.004054885954381765
1789	0.002995390156062374
1790	0.0031863145258103284
1791	0.003804657863145262
1792	0.0030358703481392696
1793	0.0021467947178871283
1794	0.0024136854741896737
1795	0.0018984873949579963
1796	0.001759375750300131
1797	0.0031589915966387036
1798	0.0020922448979591676
1799	0.0013349339735894874
1800	0.00034516206482592657
1801	0.00021234093637446445
1802	-0.000640576230492194
1803	-0.001072028811524549
1804	-0.0013341656662664992
1805	-0.002568115246098506
1806	-0.0029478991596638138
1807	-0.0038999759903963647
1808	-0.003886434573829465
1809	-0.004471644657863164
1810	-0.004806338535414263
1811	-0.003352028811524519
1812	-0.0041448259303722024
1813	-0.0026912845138054933
1814	-0.0018419687875150033
1815	-0.0014212244897958463
1816	-0.0013189915966386361
1817	-0.0014282833133253496
1818	-0.0008303961584633924
1819	-0.000740696278511366
1820	-0.0008734693877550082
1821	-0.0017373349339736015
1822	-0.002462809123649479
1823	-0.002996926770708323
1824	-0.0034658343337333622
1825	-0.0034353421368548075
1826	-0.0034474909963985163
1827	-0.0033381512605041926
1828	-0.0038828811524609934
1829	-0.0029257142857143773
1830	-0.00341392557022794
1831	-0.0031080432172870074
1832	-0.003025402160864235
1833	-0.003798319327731055
1834	-0.0038815366146458677
1835	-0.003818631452581082
1836	-0.003583817527010791
1837	-0.0036377430972388716
1838	-0.003049555822328904
1839	-0.0034785594237694752
1840	-0.0029616806722689835
1841	-0.0023775270108042836
1842	-0.002641728691476582
1843	-0.0028253061224490163
1844	-0.002653877551020393
1845	-0.0017770948379351734
1846	-0.0015735414165668306
1847	-8.614645858344224e-05
1848	0.0009757983193277064
1849	0.0003015606242497049
1850	9.013205282112932e-05
1851	-0.0003350780312124936
1852	-0.000970900360144033
1853	-0.0016344297719088137
1854	-0.0016883073229292428
1855	-0.0022910924369748003
1856	-0.002685138055222196
1857	-0.003458535414165732
1858	-0.002541416566626647
1859	-0.002332629051620583
1860	0.00018636254501801052
1861	-0.0005179351740696696
1862	-0.0008463385354141523
1863	-0.00070324129651868
1864	0.0015353661464584743
1865	0.0017018007202880365
1866	0.0015624009603841568
1867	0.002408931572629065
1868	0.002470492196878773
1869	0.0021487154861944938
1870	0.0023508763505402297
1871	0.0025056422569027918
1872	0.002267226890756312
1873	0.0016201680672268824
1874	0.002282593037215083
1875	0.002366098439375847
1876	0.0012638655462184952
1877	0.0004484513805522343
1878	-0.0004920048019207612
1879	-6.136854741898993e-05
1880	0.00019519807923157204
1881	0.0007781992797118939
1882	0.0011268667466986788
1883	0.0005162545018007516
1884	0.0004973829531812594
1885	9.776710684272262e-05
1886	-0.00010617046818726667
1887	-0.000465738295318035
1888	-0.0010805762304922275
1889	-0.0009068907563025849
1890	-0.00023563025210082358
1891	-0.0003487154861944761
1892	-0.0007805522208884009
1893	-0.0012754381752701734
1894	-0.0016194477791116758
1895	-0.0007456422569027828
1896	-0.0013684993997598997
1897	-0.0013128931572629417
1898	-0.0002710684273710175
1899	-0.0007098679471788908
1900	-0.000709915966386536
1901	-0.0010606482593037635
1902	-0.002046818727491207
1903	-0.0030300600240096105
1904	-0.00350439375750288
1905	-0.0017141896758702368
1906	-0.0026051380552221527
1907	-0.003471308523409422
1908	-0.00345070828331336
1909	-0.003457863145257927
1910	-0.0016938775510203763
1911	-0.0023163505402162203
1912	-0.0025466026410563935
1913	-0.0028798079231693165
1914	-0.0014922929171668933
1915	-0.0016380312124850058
1916	-0.0020993997599039406
1917	-0.0011434813925570418
1918	-0.0006016806722688383
1919	-0.001225354141656621
1920	-0.0010272749099640853
1921	-0.0009814645858343056
1922	-0.0007071788715486016
1923	-0.0009229771908764752
1924	0.001182472989195691
1925	0.0006121488595437915
1926	0.00026713085234090204
1927	-0.0001699879951980348
1928	-0.0004961344537815066
1929	-0.00021848739495791865
1930	0.0006649219687875289
1931	0.0002782232893157034
1932	-2.9771908763424647e-06
1933	-0.0004751980792317209
1934	-0.0004455222088835446
1935	-0.00030713085234089857
1936	-0.0008752460984393418
1937	-0.000577430972388943
1938	-0.00043711884753906504
1939	4.100840336134497e-05
1940	-0.0002691956782713272
1941	-0.00022434573829529302
1942	-0.0009304681872748979
1943	-0.0006456182472989057
1944	0.0007268667466986702
1945	0.0008151740696278698
1946	0.0002921488595437988
1947	0.0003721968787515072
1948	0.00013325330132050157
1949	0.0004373589435773845
1950	0.00041992797118844315
1951	0.00010641056422570616
1952	-0.000839231692676941
1953	-0.0014769747899159664
1954	-0.001998847539015561
1955	0.0002945498199279622
1956	-0.00010492196878751681
1957	-2.8139255702289945e-05
1958	-0.00023908763505400867
1959	-0.0003148139255702477
1960	-0.0006092677070828259
1961	-0.0009117406962785152
1962	0.00019884753901562048
1963	-0.00021584633853546854
1964	3.803121248500883e-05
1965	-0.0003588955582233061
1966	-0.0006557022809123776
1967	-0.0006936374549820135
1968	-7.298919567823879e-05
1969	-0.0006507082833133751
1970	-0.0001911164465785245
1971	-0.0007092917166866755
1972	-0.0005936134453781621
1973	-0.0001620168067227647
1974	0.0005741656662665212
1975	0.00027481392557023737
1976	0.00026237695078028565
1977	0.00031486194477787154
1978	0.0002243457382953344
1979	3.1308523409308705e-05
1980	0.00022986794717886317
1981	-0.00026948379351738596
1982	-0.0007680192076831024
1983	-0.001325426170468121
1984	-0.0016223289315726304
1985	-0.0012302040816325277
1986	-0.0014746218487395252
1987	-0.0011123169267707085
1988	-0.0013305162064826015
1989	-0.001255318127250936
1990	-0.0013005522208883744
1991	-0.0013468427370947598
1992	-0.0021217286914765815
1993	-0.002028379351740755
1994	-0.0009488595438175332
1995	-0.000900696278511405
1996	-0.0005872268907563165
1997	-0.00033138055222087443
1998	-0.00040782713085233085
1999	-0.0001823769507803089
2000	-7.611044417766672e-05
2001	-0.0005586554621848818
2002	-0.0006929651860743968
2003	-0.0007407923169267719
2004	-0.0014250180072028626
2005	-0.0015113085234093493
2006	-0.0019700360144057076
2007	-0.0014904681872748812
2008	-0.0015638895558222996
2009	-0.0013646098439375537
2010	-0.001836494597839099
2011	-0.0023121728691477507
2012	-0.0012229531812724566
2013	-0.001107082833133243
2014	-0.0010616566626650299
2015	-0.0017369987995198364
2016	-0.00028110444177669206
2017	-0.00017997599039622117
2018	-0.00021594237695085746
2019	-0.0009467466986794846
2020	-0.0009951980792316944
2021	-0.0011319087635054657
2022	-0.0007593277310924333
2023	-0.000408499399759859
2024	-0.0009093397358943733
2025	-0.0011906842737094555
2026	-0.0013836734693877604
2027	-0.0010925810324129788
2028	-0.0007459303721488594
2029	-0.00042621848739493975
2030	-0.00045887154861944286
2031	-0.0009052581032412398
2032	-0.0006967106842736948
2033	-0.0006283313325329859
2034	-0.0005380552220888671
2035	-0.00010977190876352728
2036	7.318127250900918e-05
2037	-0.0004455222088835112
2038	-0.00041099639855943806
2039	-0.00044230492196884635
2040	-3.587034813925466e-05
2041	-0.00025464585834331007
2042	-0.0004046578631452592
2043	-0.0006150780312125139
2044	-5.517406962782594e-05
2045	-0.0006145018007203453
2046	-0.0003278271308523357
2047	-0.00018266506602642582
2048	-0.0003017527010804451
2049	-0.0003952460984393884
2050	-0.00030204081632659557
2051	-0.0005391116446578419
2052	-0.00040936374549821686
2053	-7.553421368552502e-05
2054	0.000947611044417824
2055	0.0003757503001199935
2056	-0.00016662665066026158
2057	0.000636254501800687
2058	0.0020156062424971184
2059	0.002238367346938779
2060	0.0017894837935174155
2061	0.0010092677070828384
2062	0.0005046338535413303
2063	0.0006879231692677218
2064	0.00038184873949579566
2065	0.0009687875150061836
2066	0.0018927731092437054
2067	0.0033004081632653074
2068	0.0027334453781512505
2069	0.0022657382953181057
2070	0.0015640336134453484
2071	0.0009428571428571341
2072	0.0011767587034814241
2073	0.0006432172869147601
2074	0.00012124849939975925
2075	-0.00015812725090040702
2076	-0.0008426410564225526
2077	-0.0011095318127251153
2078	-0.0004925330132053228
2079	-0.0005446818727491202
2080	-0.0006870108043217455
2081	-0.0014871068427370936
2082	-0.0014501320528211685
2083	-0.0013220648259303878
2084	-0.0016007202881152718
2085	-0.0016241056422569107
2086	-0.002016998799519764
2087	-0.00221839135654263
2088	-0.0018425930372148879
2089	-0.0022279471788715422
2090	-0.002439519807923219
2091	-0.0032088835534214094
2092	-0.003190924369747956
2093	-0.0034951740696279104
2094	-0.0015223049219688538
2095	-0.00231394957983191
2096	-0.0026801920768307597
2097	-0.002713229291716713
2098	-0.002879423769507976
2099	-0.003034621848739457
2100	-0.0031497719087634686
2101	-0.0029693637454981723
2102	-0.002862905162064835
2103	-0.0030127731092435533
2104	-0.001585306122448844
2105	-0.0021077070828331426
2106	-0.0023431932773109545
2107	-0.0017060744297718437
2108	-0.0006892196878751473
2109	-0.0005922689075630376
2110	-0.0009429531812724875
2111	0.0010316446578631513
2112	0.0019535174069627483
2113	0.001751596638655505
2114	0.0018081632653059946
2115	0.0025834333733493887
2116	0.0022072028811524727
2117	0.003356398559423766
2118	0.0033176470588235337
2119	0.0027422809123649724
2120	0.002277022809123618
2121	0.0021967827130852137
2122	0.0023641776710684494
2123	0.0015869867947179
2124	0.0016659783913566442
2125	0.0026541656662665194
2126	0.0019320528211284817
2127	0.001636494597839211
2128	0.002178103241296531
2129	0.0025738295318127455
2130	0.002120960384153656
2131	0.0016245858343337308
2132	0.0012809123649459818
2133	0.001149627851140434
2134	0.0007405522208883867
2135	0.0009231212484993347
2136	0.00011313325330134682
2137	-0.00015414165666265275
2138	0.0018881152460984345
2139	0.001190348139255705
2140	0.000470924369747905
2141	-0.0002921488595438161
2142	-0.0004367346938775972
2143	-0.0006956542617050391
2144	0.0004183913565426786
2145	-0.00031827130852337207
2146	-0.0007990396158463149
2147	-0.0009453061224490021
2148	-0.0011772869147659052
2149	-0.0015970708283312165
2150	-0.0020783193277310887
2151	-0.002184393757502999
2152	-0.00197474189675868
2153	-0.002456230492196899
2154	-0.002739783913565274
2155	-0.0032763985594238577
2156	-0.00298184873949585
2157	-0.0034621368547417216
2158	-0.004074525810323985
2159	-0.004455942376950787
2160	-0.004899063625450908
2161	-0.002872460984393773
2162	-0.0016469627851139904
2163	-0.001386218487394958
2164	-0.0010672749099639742
2165	-0.0016870588235293955
2166	-0.0017799759903961722
2167	-0.0016144537815126095
2168	-0.001029723889555799
2169	-0.0016497478991596714
2170	-0.0019564465786314684
2171	-0.0017909723889556238
2172	-0.00203635054021609
2173	-0.002738439375750305
2174	-0.0020384153661464244
2175	-0.0011685954381752974
2176	-0.001084897959183666
2177	-0.0012520528211284853
2178	-0.0012943097238896693
2179	-0.0005677310924370432
2180	-0.0009032893157263083
2181	-0.0011731092436974627
2182	-0.0011529891956782654
2183	-0.0009991356542617474
2184	-0.0011786794717887177
